지점,지점명,일시,기온(°C),강수량(mm),풍속(m/s),습도(%),일조(hr),일사(MJ/m2),적설(cm),전운량(10분위)
129,서산,2025-04-18 03:00,14.6,,4,96,,,,0
129,서산,2025-04-18 04:00,14.4,,3.8,96,,,,0
129,서산,2025-04-18 05:00,14.3,,1.8,96,,,,0
129,서산,2025-04-18 06:00,14.5,,2.2,95,0,0,,0
129,서산,2025-04-18 07:00,14.3,,2.6,95,0,.09,,0
129,서산,2025-04-18 08:00,15.6,,4.2,87,.1,.59,,0
129,서산,2025-04-18 09:00,15.5,,3.2,82,.1,.83,,9
129,서산,2025-04-18 10:00,16.9,,2.6,76,.6,1.75,,3
129,서산,2025-04-18 11:00,18.5,,3.1,70,1,2.57,,0
129,서산,2025-04-18 12:00,20.4,,2.8,63,1,2.88,,6
129,서산,2025-04-18 13:00,21,,3.5,61,1,3.05,,0
129,서산,2025-04-18 14:00,21,,3.1,65,1,3.05,,0
129,서산,2025-04-18 15:00,21,,3.5,62,1,2.68,,0
129,서산,2025-04-18 16:00,21.1,,3.1,64,1,1.99,,1
129,서산,2025-04-18 17:00,19.8,,2.8,68,1,1.48,,0
129,서산,2025-04-18 18:00,18,,2.6,73,.8,.76,,0
129,서산,2025-04-18 19:00,15.1,,2.6,82,0,.22,,0
129,서산,2025-04-18 20:00,13.5,,2.1,88,0,0,,0
129,서산,2025-04-18 21:00,12.9,,1.6,90,,,,4
129,서산,2025-04-18 22:00,12.5,,1.1,94,,,,4
129,서산,2025-04-18 23:00,13.2,,3.4,96,,,,8
129,서산,2025-04-19 00:00,12.6,,4.8,98,,,,10
129,서산,2025-04-19 01:00,12.5,,4.3,98,,,,10
129,서산,2025-04-19 02:00,13.3,,3.5,98,,,,8
129,서산,2025-04-19 03:00,14.2,,3.6,98,,,,4
129,서산,2025-04-19 04:00,14.8,.4,2.8,99,,,,2
129,서산,2025-04-19 05:00,15.9,.4,3.6,98,,,,3
129,서산,2025-04-19 06:00,16.2,.3,2.8,98,0,0,,3
129,서산,2025-04-19 07:00,17,,3.7,99,0,.03,,5
129,서산,2025-04-19 08:00,16.9,,5.5,98,0,.15,,7
129,서산,2025-04-19 09:00,16.6,,4.8,93,0,.27,,8
129,서산,2025-04-19 10:00,16.5,,5.1,93,0,.35,,9
129,서산,2025-04-19 11:00,16.4,,4.1,92,0,.36,,9
129,서산,2025-04-19 12:00,17.4,,7,89,0,.79,,8
129,서산,2025-04-19 13:00,18.5,0,6.2,83,0,1.11,,8
129,서산,2025-04-19 14:00,19.8,,7.3,79,.1,1.66,,9
129,서산,2025-04-19 15:00,18,0,5.4,87,0,.47,,9
129,서산,2025-04-19 16:00,14.9,2.3,3.9,98,0,.14,,9
129,서산,2025-04-19 17:00,14.2,1.3,6.9,99,0,.14,,9
129,서산,2025-04-19 18:00,13,0,6,98,0,.18,,6
129,서산,2025-04-19 19:00,12.3,,2.4,98,0,.02,,9
129,서산,2025-04-19 20:00,11.2,,.7,95,0,0,,7
129,서산,2025-04-19 21:00,11.1,,1.2,97,,,,7
129,서산,2025-04-19 22:00,10.8,,1.1,96,,,,9
129,서산,2025-04-19 23:00,10.7,,1.2,96,,,,10
129,서산,2025-04-20 00:00,10.7,,1.8,97,,,,10
129,서산,2025-04-20 01:00,11,,.9,97,,,,10
129,서산,2025-04-20 02:00,10.6,,.2,96,,,,2
129,서산,2025-04-20 03:00,9.3,,2,98,,,,0
129,서산,2025-04-20 04:00,9.8,,2.2,98,,,,10
129,서산,2025-04-20 05:00,9.6,,1.8,99,,,,10
129,서산,2025-04-20 06:00,10,,1.7,98,0,0,,10
129,서산,2025-04-20 07:00,9.5,,2.1,98,0,.1,,10
129,서산,2025-04-20 08:00,10.2,,1.9,98,0,.45,,7
129,서산,2025-04-20 09:00,10.6,,2.4,96,0,.86,,7
129,서산,2025-04-20 10:00,12.1,,1.6,93,0,.98,,8
129,서산,2025-04-20 11:00,14.7,,3.1,77,.4,1.98,,5
129,서산,2025-04-20 12:00,17.4,,2.1,73,1,3.34,,0
129,서산,2025-04-20 13:00,19.3,,2.2,55,1,3.48,,0
129,서산,2025-04-20 14:00,20.3,,2.7,53,1,3.38,,0
129,서산,2025-04-20 15:00,21,,2.5,50,1,3.06,,0
129,서산,2025-04-20 16:00,21.6,,2.7,54,1,2.51,,0
129,서산,2025-04-20 17:00,21.3,,2.3,55,1,1.81,,0
129,서산,2025-04-20 18:00,19.9,,2.5,61,1,.99,,0
129,서산,2025-04-20 19:00,16.8,,2,70,.7,.3,,0
129,서산,2025-04-20 20:00,14.5,,1.2,79,0,.01,,0
129,서산,2025-04-20 21:00,13.7,,2.4,82,,,,0
129,서산,2025-04-20 22:00,12.8,,1.3,84,,,,0
129,서산,2025-04-20 23:00,12.7,,2.2,79,,,,0
129,서산,2025-04-21 00:00,12.2,,.9,79,,,,0
129,서산,2025-04-21 01:00,11.2,,.2,86,,,,0
129,서산,2025-04-21 02:00,10.7,,1,90,,,,0
129,서산,2025-04-21 03:00,10.1,,0,93,,,,0
129,서산,2025-04-21 04:00,10.6,,.3,96,,,,9
129,서산,2025-04-21 05:00,11.9,,.8,94,,,,9
129,서산,2025-04-21 06:00,12.5,,.8,92,0,0,,9
129,서산,2025-04-21 07:00,13.7,,.3,91,0,.14,,9
129,서산,2025-04-21 08:00,14.7,,.2,87,0,.37,,9
129,서산,2025-04-21 09:00,17.8,,1.3,79,.2,.95,,9
129,서산,2025-04-21 10:00,20.3,,.9,75,.3,1.3,,0
129,서산,2025-04-21 11:00,21.9,,1.1,66,.3,1.97,,7
129,서산,2025-04-21 12:00,22.8,,2.5,63,.1,1.68,,9
129,서산,2025-04-21 13:00,23.9,,2.1,59,0,2.07,,9
129,서산,2025-04-21 14:00,24.2,,3.2,58,.3,2.44,,8
129,서산,2025-04-21 15:00,25.3,,3.1,54,.8,2.7,,3
129,서산,2025-04-21 16:00,24.8,,2.6,59,.4,1.77,,8
129,서산,2025-04-21 17:00,23.5,,3.6,64,.5,1.32,,6
129,서산,2025-04-21 18:00,21.7,,2.3,71,.1,.48,,6
129,서산,2025-04-21 19:00,20.8,,1.2,75,0,.17,,7
129,서산,2025-04-21 20:00,19.6,,1.9,81,0,.01,,9
129,서산,2025-04-21 21:00,18.7,,1.2,86,,,,9
129,서산,2025-04-21 22:00,18.1,,1,88,,,,7
129,서산,2025-04-21 23:00,17.2,,.5,91,,,,8
129,서산,2025-04-22 00:00,17.3,,.1,91,,,,9
129,서산,2025-04-22 01:00,17.6,,1.3,89,,,,8
129,서산,2025-04-22 02:00,17.3,,0,92,,,,10
129,서산,2025-04-22 03:00,17.2,,.1,92,,,,10
129,서산,2025-04-22 04:00,17.4,,0,92,,,,10
129,서산,2025-04-22 05:00,17.2,.4,.3,96,,,,10
129,서산,2025-04-22 06:00,17.1,1,.8,96,0,0,,10
129,서산,2025-04-22 07:00,17.1,.1,0,96,0,.03,,10
129,서산,2025-04-22 08:00,17.5,1.5,1,97,0,.1,,10
129,서산,2025-04-22 09:00,18,1.8,.3,96,0,.27,,10
129,서산,2025-04-22 10:00,18.3,1.1,.7,97,0,.4,,10
129,서산,2025-04-22 11:00,18.6,3,1.9,98,0,.54,,10
129,서산,2025-04-22 12:00,15.3,2.8,3.2,96,0,.4,,10
129,서산,2025-04-22 13:00,15.6,.7,3.3,97,0,.71,,10
129,서산,2025-04-22 14:00,15.8,3.6,2.3,98,0,.61,,10
129,서산,2025-04-22 15:00,16.1,2,2.2,97,0,.67,,10
129,서산,2025-04-22 16:00,16.7,.3,1.5,96,0,.55,,10
129,서산,2025-04-22 17:00,17.4,,2.4,94,.1,.67,,10
129,서산,2025-04-22 18:00,16.4,,2.9,94,0,.17,,10
129,서산,2025-04-22 19:00,15.7,,2.4,94,0,.15,,0
129,서산,2025-04-22 20:00,15.1,,2.3,92,0,.01,,0
129,서산,2025-04-22 21:00,14.3,,1.5,95,,,,9
129,서산,2025-04-22 22:00,14.2,,1.5,93,,,,0
129,서산,2025-04-22 23:00,13.3,,1.2,96,,,,10
129,서산,2025-04-23 00:00,12.8,,1.4,95,,,,0
129,서산,2025-04-23 01:00,12.1,,1.7,96,,,,0
129,서산,2025-04-23 02:00,12.3,,1.8,95,,,,10
129,서산,2025-04-23 03:00,12.6,,1.7,94,,,,10
129,서산,2025-04-23 04:00,13.1,,2.7,92,,,,6
129,서산,2025-04-23 05:00,12.1,,3.5,93,,,,2
129,서산,2025-04-23 06:00,11.4,,1.8,96,0,0,,2
129,서산,2025-04-23 07:00,12.9,,1.8,88,.5,.24,,4
129,서산,2025-04-23 08:00,15.4,,3,75,1,.9,,0
129,서산,2025-04-23 09:00,16.3,,2.9,70,.8,1.36,,7
129,서산,2025-04-23 10:00,17.3,,3.2,67,.7,1.78,,6
129,서산,2025-04-23 11:00,19.3,,1.3,59,1,2.59,,7
129,서산,2025-04-23 12:00,20,,1.6,60,1,2.66,,8
129,서산,2025-04-23 13:00,21.6,,2.7,57,1,3.39,,5
129,서산,2025-04-23 14:00,21.9,,2.9,58,1,3.47,,4
129,서산,2025-04-23 15:00,20.9,,2.9,60,.5,2.17,,5
129,서산,2025-04-23 16:00,20.5,,3.2,59,.4,1.34,,3
129,서산,2025-04-23 17:00,19.5,,3,58,1,1.87,,0
129,서산,2025-04-23 18:00,17.9,,3.7,60,1,1.1,,0
129,서산,2025-04-23 19:00,17.1,,1.3,63,1,.4,,0
129,서산,2025-04-23 20:00,14.5,,.6,74,.1,.01,,0
129,서산,2025-04-23 21:00,13.1,,.1,84,,,,0
129,서산,2025-04-23 22:00,12,,1,89,,,,0
129,서산,2025-04-23 23:00,11.2,,1.2,93,,,,0
129,서산,2025-04-24 00:00,10.9,,1.9,93,,,,0
129,서산,2025-04-24 01:00,10,,.8,96,,,,0
129,서산,2025-04-24 02:00,9.2,,.9,97,,,,0
129,서산,2025-04-24 03:00,9.2,,1.1,97,,,,0
129,서산,2025-04-24 04:00,8.6,,.8,98,,,,0
129,서산,2025-04-24 05:00,9.1,,1.5,97,,,,7
129,서산,2025-04-24 06:00,9,,.9,98,0,0,,2
129,서산,2025-04-24 07:00,9.7,,1.4,97,.1,.19,,2
129,서산,2025-04-24 08:00,11.3,,2.4,90,.9,.8,,0
129,서산,2025-04-24 09:00,13.4,,2.5,70,1,1.55,,0
129,서산,2025-04-24 10:00,15,,3.6,52,1,2.26,,5
129,서산,2025-04-24 11:00,16,,3.8,59,1,2.75,,5
129,서산,2025-04-24 12:00,16.4,,5,54,1,3.06,,6
129,서산,2025-04-24 13:00,15.8,,4.7,60,1,2.97,,7
129,서산,2025-04-24 14:00,15.7,,3.8,63,1,3.02,,5
129,서산,2025-04-24 15:00,17,,3.6,62,1,2.81,,2
129,서산,2025-04-24 16:00,17.8,,4,47,1,2.41,,5
129,서산,2025-04-24 17:00,16.7,,4.2,30,1,1.87,,5
129,서산,2025-04-24 18:00,14.3,,4.3,23,1,1.08,,4
129,서산,2025-04-24 19:00,11.8,,4.2,39,.9,.42,,9
129,서산,2025-04-24 20:00,10.8,,2.6,39,0,.01,,8
129,서산,2025-04-24 21:00,10.8,,3.7,37,,,,9
129,서산,2025-04-24 22:00,9.7,,2.8,48,,,,0
129,서산,2025-04-24 23:00,9.3,,2.8,54,,,,3
129,서산,2025-04-25 00:00,9.3,,2.8,49,,,,6
129,서산,2025-04-25 01:00,7.5,,.8,60,,,,0
129,서산,2025-04-25 02:00,6,,.6,73,,,,6
129,서산,2025-04-25 03:00,5,,.1,82,,,,0
129,서산,2025-04-25 04:00,5,,.3,84,,,,0
129,서산,2025-04-25 05:00,4.9,,.5,83,,,,0
129,서산,2025-04-25 06:00,4,,.1,89,0,0,,0
129,서산,2025-04-25 07:00,6,,.4,85,.7,.27,,0
129,서산,2025-04-25 08:00,8.5,,.2,73,1,.91,,0
129,서산,2025-04-25 09:00,12.9,,1.6,44,1,1.66,,0
129,서산,2025-04-25 10:00,14.8,,4.9,20,1,2.49,,0
129,서산,2025-04-25 11:00,15.7,,5.3,17,1,3.04,,0
129,서산,2025-04-25 12:00,16.2,,5,13,1,3.41,,0
129,서산,2025-04-25 13:00,16.6,,4.8,15,1,3.58,,0
129,서산,2025-04-25 14:00,16.9,,5.6,19,1,3.51,,0
129,서산,2025-04-25 15:00,16.8,,4.7,16,1,3.22,,0
129,서산,2025-04-25 16:00,16.3,,5.5,17,1,2.67,,0
129,서산,2025-04-25 17:00,15.8,,5.5,18,1,1.98,,0
129,서산,2025-04-25 18:00,15.2,,3.6,17,1,1.17,,0
129,서산,2025-04-25 19:00,13.6,,3.3,21,1,.42,,0
129,서산,2025-04-25 20:00,10.4,,2.3,53,.1,.01,,0
129,서산,2025-04-25 21:00,9,,1.9,62,,,,0
129,서산,2025-04-25 22:00,7.7,,1.2,74,,,,0
129,서산,2025-04-25 23:00,7.4,,.9,83,,,,0
129,서산,2025-04-26 00:00,6.4,,.9,89,,,,0
129,서산,2025-04-26 01:00,5.7,,.2,93,,,,0
129,서산,2025-04-26 02:00,5.4,,.5,94,,,,0
129,서산,2025-04-26 03:00,4.6,,0,95,,,,0
129,서산,2025-04-26 04:00,4.5,,.7,96,,,,0
129,서산,2025-04-26 05:00,4.2,,.2,96,,,,0
129,서산,2025-04-26 06:00,3.8,,.1,97,0,0,,0
129,서산,2025-04-26 07:00,6.3,,.9,92,.7,.26,,0
129,서산,2025-04-26 08:00,10.3,,2.7,68,1,.86,,0
129,서산,2025-04-26 09:00,12.8,,4,58,1,1.56,,0
129,서산,2025-04-26 10:00,14.5,,4.2,55,1,2.38,,0
129,서산,2025-04-26 11:00,15.8,,4.4,50,1,2.95,,0
129,서산,2025-04-26 12:00,17,,4.5,47,1,3.34,,0
129,서산,2025-04-26 13:00,17.4,,5.5,35,1,3.47,,0
129,서산,2025-04-26 14:00,17.3,,5.9,38,1,3.36,,0
129,서산,2025-04-26 15:00,17.2,,5.6,41,1,2.96,,1
129,서산,2025-04-26 16:00,17,,5.3,43,1,2.43,,0
129,서산,2025-04-26 17:00,16.5,,5,42,1,1.75,,0
129,서산,2025-04-26 18:00,15,,4.2,55,1,1,,0
129,서산,2025-04-26 19:00,13.6,,3.1,62,.7,.32,,0
129,서산,2025-04-26 20:00,12.2,,2.7,71,0,.02,,0
129,서산,2025-04-26 21:00,11.2,,2.1,81,,,,0
129,서산,2025-04-26 22:00,10.7,,1.4,81,,,,1
129,서산,2025-04-26 23:00,10.7,,2.6,77,,,,4
129,서산,2025-04-27 00:00,11,,3,70,,,,4
129,서산,2025-04-27 01:00,9.9,,.8,76,,,,4
129,서산,2025-04-27 02:00,11,,2.1,71,,,,7
129,서산,2025-04-27 03:00,11.3,,2.5,67,,,,8
129,서산,2025-04-27 04:00,11.5,,2.9,65,,,,6
129,서산,2025-04-27 05:00,11.5,,2.5,63,,,,4
129,서산,2025-04-27 06:00,10.9,,2.1,62,0,0,,3
129,서산,2025-04-27 07:00,11.8,,2.2,62,.5,.25,,4
129,서산,2025-04-27 08:00,13.7,,2.6,57,.5,.78,,8
129,서산,2025-04-27 09:00,15.6,,4,38,.8,1.38,,3
129,서산,2025-04-27 10:00,17.4,,4.6,35,1,2.49,,4
129,서산,2025-04-27 11:00,18.6,,5.2,31,1,2.89,,6
129,서산,2025-04-27 12:00,19.5,,4.5,19,.9,2.66,,7
129,서산,2025-04-27 13:00,20.1,,4.7,19,1,3.07,,7
129,서산,2025-04-27 14:00,18.5,,4.3,23,.3,1.77,,10
129,서산,2025-04-27 15:00,18,,4.1,19,0,1.29,,10
129,서산,2025-04-27 16:00,18.1,,2.9,27,.5,1.55,,9
129,서산,2025-04-27 17:00,18.1,,2.9,28,1,1.76,,7
129,서산,2025-04-27 18:00,16.3,,2.6,40,.4,.7,,9
129,서산,2025-04-27 19:00,14.6,,2.4,47,0,.2,,10
129,서산,2025-04-27 20:00,13.1,,2.4,58,0,.02,,8
129,서산,2025-04-27 21:00,12.3,,2.2,61,,,,6
129,서산,2025-04-27 22:00,12.1,,2.2,58,,,,8
129,서산,2025-04-27 23:00,11.5,,1,69,,,,8
129,서산,2025-04-28 00:00,10.8,,.6,74,,,,9
129,서산,2025-04-28 01:00,10.3,,.7,79,,,,9
129,서산,2025-04-28 02:00,9,,.3,84,,,,2
129,서산,2025-04-28 03:00,9.7,,1.7,83,,,,0
129,서산,2025-04-28 04:00,8.3,,.6,89,,,,3
129,서산,2025-04-28 05:00,7.6,,1.1,93,,,,0
129,서산,2025-04-28 06:00,7.5,,.1,96,0,0,,0
129,서산,2025-04-28 07:00,8.9,,.2,93,.5,.27,,0
129,서산,2025-04-28 08:00,11.8,,1.6,78,1,.95,,0
129,서산,2025-04-28 09:00,14.4,,1.2,67,1,1.63,,0
129,서산,2025-04-28 10:00,16.3,,1.8,61,1,2.41,,0
129,서산,2025-04-28 11:00,17.8,,3.5,48,1,3,,0
129,서산,2025-04-28 12:00,18.4,,4.4,28,1,3.37,,0
129,서산,2025-04-28 13:00,18.6,,6.2,23,1,3.61,,0
129,서산,2025-04-28 14:00,19,,4.2,25,1,3.54,,0
129,서산,2025-04-28 15:00,18.7,,5.7,31,1,3.21,,0
129,서산,2025-04-28 16:00,17.8,,5.1,34,1,2.63,,0
129,서산,2025-04-28 17:00,15.8,,6.6,29,1,1.94,,0
129,서산,2025-04-28 18:00,13.6,,4.2,40,1,1.16,,0
129,서산,2025-04-28 19:00,12.7,,1.4,44,1,.42,,0
129,서산,2025-04-28 20:00,10.8,,.1,49,.1,.01,,0
129,서산,2025-04-28 21:00,10.3,,.7,53,,,,0
129,서산,2025-04-28 22:00,9.9,,1.1,59,,,,0
129,서산,2025-04-28 23:00,9,,.8,62,,,,0
129,서산,2025-04-29 00:00,10,,1.6,55,,,,0
129,서산,2025-04-29 01:00,7.7,,1.4,69,,,,0
129,서산,2025-04-29 02:00,6.8,,1.6,73,,,,0
129,서산,2025-04-29 03:00,6.3,,1.1,78,,,,0
129,서산,2025-04-29 04:00,5.7,,0,82,,,,0
129,서산,2025-04-29 05:00,4.3,,.2,88,,,,0
129,서산,2025-04-29 06:00,3.8,,0,90,0,0,,0
129,서산,2025-04-29 07:00,6.7,,.2,80,.8,.31,,0
129,서산,2025-04-29 08:00,9.6,,1.1,67,1,1,,0
129,서산,2025-04-29 09:00,13.1,,1.3,53,1,1.66,,0
129,서산,2025-04-29 10:00,15.3,,1.5,39,1,2.49,,0
129,서산,2025-04-29 11:00,17.1,,2,30,1,3.05,,0
129,서산,2025-04-29 12:00,18.2,,2.2,27,1,3.43,,0
129,서산,2025-04-29 13:00,18.7,,3.4,32,1,3.53,,0
129,서산,2025-04-29 14:00,18.8,,3.7,35,1,3.39,,0
129,서산,2025-04-29 15:00,18.9,,3.5,23,1,3.06,,0
129,서산,2025-04-29 16:00,18.5,,3.2,25,1,2.55,,0
129,서산,2025-04-29 17:00,18.1,,3.3,25,1,1.88,,0
129,서산,2025-04-29 18:00,17.1,,3.5,33,1,1.09,,0
129,서산,2025-04-29 19:00,14.8,,2.8,38,.8,.37,,0
129,서산,2025-04-29 20:00,12.6,,1.2,47,0,.01,,0
129,서산,2025-04-29 21:00,11.6,,1.9,47,,,,0
129,서산,2025-04-29 22:00,10.8,,1.6,47,,,,0
129,서산,2025-04-29 23:00,11.2,,2.3,45,,,,0
129,서산,2025-04-30 00:00,10.7,,1.3,52,,,,0
129,서산,2025-04-30 01:00,11.2,,1.7,53,,,,0
129,서산,2025-04-30 02:00,9,,.9,60,,,,0
129,서산,2025-04-30 03:00,10.5,,2.1,56,,,,0
129,서산,2025-04-30 04:00,11.3,,2.4,61,,,,0
129,서산,2025-04-30 05:00,10.8,,2,53,,,,0
129,서산,2025-04-30 06:00,11,,1.7,49,0,0,,0
129,서산,2025-04-30 07:00,13.6,,.7,36,.7,.28,,0
129,서산,2025-04-30 08:00,15.4,,1.2,39,1,.97,,0
129,서산,2025-04-30 09:00,17.4,,6.5,30,1,1.67,,0
129,서산,2025-04-30 10:00,18.4,,4.9,30,1,2.49,,0
129,서산,2025-04-30 11:00,19.6,,6.1,30,1,3.06,,0
129,서산,2025-04-30 12:00,20.3,,6.8,31,1,3.42,,0
129,서산,2025-04-30 13:00,21.4,,6.1,31,1,3.58,,0
129,서산,2025-04-30 14:00,22,,6,31,1,3.49,,0
129,서산,2025-04-30 15:00,21.7,,4.5,33,1,3.16,,0
129,서산,2025-04-30 16:00,21.4,,5.5,34,1,2.63,,0
129,서산,2025-04-30 17:00,21.7,,4.5,32,1,1.94,,0
129,서산,2025-04-30 18:00,20.2,,3.6,35,1,1.13,,0
129,서산,2025-04-30 19:00,18.5,,2.1,39,.9,.39,,0
129,서산,2025-04-30 20:00,16.3,,1.8,45,0,.01,,0
129,서산,2025-04-30 21:00,14,,.1,59,,,,1
129,서산,2025-04-30 22:00,13.3,,1.3,56,,,,1
129,서산,2025-04-30 23:00,12.7,,.2,63,,,,0
129,서산,2025-05-01 00:00,10.9,,.3,72,,,,0
129,서산,2025-05-01 01:00,10.2,,.9,85,,,,4
129,서산,2025-05-01 02:00,10.1,,.2,92,,,,6
129,서산,2025-05-01 03:00,10.9,,1.6,87,,,,0
129,서산,2025-05-01 04:00,11.1,,1.3,79,,,,3
129,서산,2025-05-01 05:00,10.6,,.6,75,,,,6
129,서산,2025-05-01 06:00,15,,3.8,50,0,.01,,6
129,서산,2025-05-01 07:00,17,,6.3,46,0,.2,,8
129,서산,2025-05-01 08:00,18.4,,5,47,0,.62,,8
129,서산,2025-05-01 09:00,18.1,0,5,54,0,.33,,10
129,서산,2025-05-01 10:00,16.5,.3,4.1,68,0,.06,,10
129,서산,2025-05-01 11:00,13.3,5.2,3.3,96,0,.06,,10
129,서산,2025-05-01 12:00,13.9,3.8,3.2,95,0,.1,,10
129,서산,2025-05-01 13:00,13.8,.1,3.9,94,0,.13,,10
129,서산,2025-05-01 14:00,13.8,2,3.3,96,0,.11,,10
129,서산,2025-05-01 15:00,13.8,.3,3.4,96,0,.26,,10
129,서산,2025-05-01 16:00,13.9,,2.8,96,0,.4,,10
129,서산,2025-05-01 17:00,13.9,,2.3,95,0,.32,,9
129,서산,2025-05-01 18:00,13.4,,3.8,90,0,.21,,9
129,서산,2025-05-01 19:00,13.1,,1.1,87,.5,.48,,8
129,서산,2025-05-01 20:00,11.4,,1.6,94,0,.04,,7
129,서산,2025-05-01 21:00,10.5,,2.1,88,,,,5
129,서산,2025-05-01 22:00,9.7,,2.7,84,,,,0
129,서산,2025-05-01 23:00,9.9,,3.1,71,,,,0
129,서산,2025-05-02 00:00,9.1,,1.8,75,,,,0
129,서산,2025-05-02 01:00,6.6,,.2,92,,,,0
129,서산,2025-05-02 02:00,7.4,,2.6,90,,,,0
129,서산,2025-05-02 03:00,6.4,,.8,91,,,,0
129,서산,2025-05-02 04:00,8.2,,2.5,78,,,,0
129,서산,2025-05-02 05:00,6.8,,1.8,88,,,,0
129,서산,2025-05-02 06:00,6.1,,1.8,92,0,0,,0
129,서산,2025-05-02 07:00,8.6,,.4,87,.9,.36,,0
129,서산,2025-05-02 08:00,10.6,,1.8,77,1,1.08,,0
129,서산,2025-05-02 09:00,12.6,,4.1,57,1,1.72,,0
129,서산,2025-05-02 10:00,13.1,,4.3,57,1,2.53,,0
129,서산,2025-05-02 11:00,14.2,,4.5,53,1,3.1,,0
129,서산,2025-05-02 12:00,15.6,,4.1,45,1,3.49,,0
129,서산,2025-05-02 13:00,17.4,,2.5,34,1,3.57,,0
129,서산,2025-05-02 14:00,17.5,,4.9,28,1,3.48,,3
129,서산,2025-05-02 15:00,15.9,,3.9,36,.2,1.23,,10
129,서산,2025-05-02 16:00,14.8,,2.5,36,0,.52,,10
129,서산,2025-05-02 17:00,13.9,,1.4,42,0,.31,,10
129,서산,2025-05-02 18:00,13.2,0,1.2,45,0,.11,,10
129,서산,2025-05-02 19:00,12.7,,1,51,0,.07,,10
129,서산,2025-05-02 20:00,11.9,0,.9,59,0,.01,,10
129,서산,2025-05-02 21:00,11.8,,1,67,,,,10
129,서산,2025-05-02 22:00,11.5,,1.2,72,,,,10
129,서산,2025-05-02 23:00,11.1,,1.2,73,,,,10
129,서산,2025-05-03 00:00,10.8,,2,79,,,,10
129,서산,2025-05-03 01:00,10.4,0,.7,86,,,,10
129,서산,2025-05-03 02:00,10.2,.7,.9,92,,,,10
129,서산,2025-05-03 03:00,9.5,5.1,.6,93,,,,10
129,서산,2025-05-03 04:00,8.4,5.5,.8,95,,,,10
129,서산,2025-05-03 05:00,7.9,2.9,1.8,96,,,,10
129,서산,2025-05-03 06:00,7.5,4.9,2.9,97,0,0,,10
129,서산,2025-05-03 07:00,7.7,3.4,2.5,96,0,.02,,10
129,서산,2025-05-03 08:00,8,.4,1.2,96,0,.05,,10
129,서산,2025-05-03 09:00,8.1,2.7,2.1,96,0,.09,,10
129,서산,2025-05-03 10:00,8.4,.8,2.1,95,0,.16,,10
129,서산,2025-05-03 11:00,9,,2.2,95,0,.3,,10
129,서산,2025-05-03 12:00,10.9,,2.1,90,0,1.12,,9
129,서산,2025-05-03 13:00,12.2,,2.7,79,0,1.68,,9
129,서산,2025-05-03 14:00,14.2,,2.5,68,.6,2.62,,4
129,서산,2025-05-03 15:00,14.8,,4.3,65,.7,2.58,,4
129,서산,2025-05-03 16:00,12.2,,5,79,.7,2.34,,6
129,서산,2025-05-03 17:00,12.9,,4.1,73,.5,1.34,,5
129,서산,2025-05-03 18:00,12.5,,4,66,.8,1.01,,0
129,서산,2025-05-03 19:00,11.6,,2.6,74,.8,.41,,0
129,서산,2025-05-03 20:00,9.9,,2,87,.1,.02,,0
129,서산,2025-05-03 21:00,9.3,,2.7,93,,,,4
129,서산,2025-05-03 22:00,9,,1.9,94,,,,0
129,서산,2025-05-03 23:00,8.4,,1.9,95,,,,0
129,서산,2025-05-04 00:00,8.5,,1.7,92,,,,0
129,서산,2025-05-04 01:00,8.3,,1.4,89,,,,0
129,서산,2025-05-04 02:00,7.2,,.1,93,,,,0
129,서산,2025-05-04 03:00,6.1,,.9,96,,,,0
129,서산,2025-05-04 04:00,6.8,,.3,96,,,,0
129,서산,2025-05-04 05:00,5.2,,.4,96,,,,0
129,서산,2025-05-04 06:00,4.7,,.2,97,0,.01,,0
129,서산,2025-05-04 07:00,6.6,,.1,97,.9,.37,,2
129,서산,2025-05-04 08:00,10.7,,2.4,81,1,1.03,,0
129,서산,2025-05-04 09:00,13,,2.1,68,1,1.7,,0
129,서산,2025-05-04 10:00,15.1,,2.5,64,1,2.53,,0
129,서산,2025-05-04 11:00,16.8,,2.4,56,1,3.07,,0
129,서산,2025-05-04 12:00,18.3,,4.5,44,1,3.42,,0
129,서산,2025-05-04 13:00,18.2,,5,38,1,3.59,,0
129,서산,2025-05-04 14:00,18.7,,5.7,30,1,3.52,,0
129,서산,2025-05-04 15:00,19.4,,6.5,21,1,3.19,,0
129,서산,2025-05-04 16:00,18.8,,5.3,33,1,2.66,,0
129,서산,2025-05-04 17:00,17.9,,4,27,1,1.98,,0
129,서산,2025-05-04 18:00,18.2,,3.3,26,1,1.18,,0
129,서산,2025-05-04 19:00,15.3,,2.7,46,.8,.43,,0
129,서산,2025-05-04 20:00,11.9,,2.8,71,0,.03,,0
129,서산,2025-05-04 21:00,10.6,,.1,75,,,,0
129,서산,2025-05-04 22:00,10.5,,2.1,80,,,,0
129,서산,2025-05-04 23:00,9.3,,.3,85,,,,0
129,서산,2025-05-05 00:00,8.4,,.6,87,,,,0
129,서산,2025-05-05 01:00,8,,1.4,91,,,,0
129,서산,2025-05-05 02:00,8.1,,1.1,94,,,,5
129,서산,2025-05-05 03:00,6.8,,0,94,,,,0
129,서산,2025-05-05 04:00,7.1,,.4,96,,,,9
129,서산,2025-05-05 05:00,6.6,,.1,96,,,,5
